Mode,UACE Code,UZA Name,State, Population ,Density, Square Miles ,State NTD ID,Agency Name,Reporting Module
MB,43399,"Joplin, MO",Missouri,86679,1431.95,60.53,,City of Joplin,Urban
DR,43399,"Joplin, MO",Missouri,86679,1431.95,60.53,,"OATS, Inc.",Urban
MB,43453,"Juana Díaz, PR",Puerto Rico,65023,2086.07,31.17,,Puerto Rico Highway and Transportation Authority – Público,Urban
DR,43615,"Kahului00Wailuku, HI",Hawaii,57905,4284.01,13.52,,County of Maui,Urban
DR,43615,"Kahului00Wailuku, HI",Hawaii,57905,4284.01,13.52,,County of Maui,Urban
DR,43615,"Kahului00Wailuku, HI",Hawaii,57905,4284.01,13.52,,County of Maui,Urban
DR,43669,"Kailua (Honolulu County)00Kaneohe, HI",Hawaii,118092,4032.63,29.28,,City and County of Honolulu,Urban
DR,43669,"Kailua (Honolulu County)00Kaneohe, HI",Hawaii,118092,4032.63,29.28,,City and County of Honolulu,Urban
MB,43669,"Kailua (Honolulu County)00Kaneohe, HI",Hawaii,118092,4032.63,29.28,,City and County of Honolulu,Urban
DR,43669,"Kailua (Honolulu County)00Kaneohe, HI",Hawaii,118092,4032.63,29.28,,City and County of Honolulu,Urban
CB,43723,"Kalamazoo, MI",Michigan,204562,1868.82,109.46,,Central County Transportation Authority,Urban
MB,43723,"Kalamazoo, MI",Michigan,204562,1868.82,109.46,,Central County Transportation Authority,Urban
DR,43723,"Kalamazoo, MI",Michigan,204562,1868.82,109.46,,Michigan Department of Transportation,Urban
DR,43885,"Kankakee, IL",Illinois,66530,2101.37,31.66,,River Valley Metro Mass Transit District,Urban
MB,43885,"Kankakee, IL",Illinois,66530,2101.37,31.66,,River Valley Metro Mass Transit District,Urban
CB,43885,"Kankakee, IL",Illinois,66530,2101.37,31.66,,River Valley Metro Mass Transit District,Urban
DR,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,Kansas City Area Transportation Authority,Urban
MB,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,Kansas City Area Transportation Authority,Urban
DR,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,Kansas City Area Transportation Authority,Urban
DR,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,Kansas City Area Transportation Authority,Urban
MB,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,Kansas City Area Transportation Authority,Urban
DR,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,Kansas City Area Transportation Authority,Urban
MB,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,Johnson County Kansas,Urban
DR,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,Johnson County Kansas,Urban
MB,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,Johnson County Kansas,Urban
DR,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,Johnson County Kansas,Urban
DR,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,City of Independence,Urban
SR,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,City of Independence,Urban
CB,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,City of Independence,Urban
MB,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,"Unified Government of Wyandotte County and Kansas City, KS",Urban
CB,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,"Unified Government of Wyandotte County and Kansas City, KS",Urban
MB,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,City of Bonner Springs,Urban
DR,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,"OATS, Inc.",Urban
DR,43912,"Kansas City, MO00KS",Missouri,1674218,2344.52,714.1,,"Kansas City, City of Missouri",Urban
DR,44479,"Kennewick00Richland00Pasco, WA",Washington,255401,2276,112.21,,Ben Franklin Transit,Urban
MB,44479,"Kennewick00Richland00Pasco, WA",Washington,255401,2276,112.21,,Ben Franklin Transit,Urban
MB,44479,"Kennewick00Richland00Pasco, WA",Washington,255401,2276,112.21,,Ben Franklin Transit,Urban
DR,44479,"Kennewick00Richland00Pasco, WA",Washington,255401,2276,112.21,,Ben Franklin Transit,Urban
MB,44506,"Kenosha, WI",Wisconson,125865,2240.76,56.17,,City of Kenosha,Urban
DR,44506,"Kenosha, WI",Wisconson,125865,2240.76,56.17,,City of Kenosha,Urban
DR,44506,"Kenosha, WI",Wisconson,125865,2240.76,56.17,,City of Kenosha,Urban
DR,44506,"Kenosha, WI",Wisconson,125865,2240.76,56.17,,"City of Racine, Wisconsin",Urban
DR,44506,"Kenosha, WI",Wisconson,125865,2240.76,56.17,,"City of Racine, Wisconsin",Urban
DR,44506,"Kenosha, WI",Wisconson,125865,2240.76,56.17,,"City of Racine, Wisconsin",Urban
MB,44506,"Kenosha, WI",Wisconson,125865,2240.76,56.17,,Northeast Illinois Regional Commuter Railroad Corporation,Urban
DR,44506,"Kenosha, WI",Wisconson,125865,2240.76,56.17,,Northeast Illinois Regional Commuter Railroad Corporation,Urban
DR,44992,"Killeen, TX",Texas,257222,2561.39,100.42,,Capital Metropolitan Transportation Authority,Urban
MB,44992,"Killeen, TX",Texas,257222,2561.39,100.42,,Capital Metropolitan Transportation Authority,Urban
DR,44992,"Killeen, TX",Texas,257222,2561.39,100.42,,Capital Metropolitan Transportation Authority,Urban
DR,44992,"Killeen, TX",Texas,257222,2561.39,100.42,,Capital Metropolitan Transportation Authority,Urban
MB,44992,"Killeen, TX",Texas,257222,2561.39,100.42,,Capital Metropolitan Transportation Authority,Urban
DR,44992,"Killeen, TX",Texas,257222,2561.39,100.42,,Hill Country Transit District,Urban
DR,44992,"Killeen, TX",Texas,257222,2561.39,100.42,,Hill Country Transit District,Urban
MB,45235,"Kingsport, TN00VA",Tennessee,98411,1046.35,94.05,,City of Kingsport,Urban
DR,45235,"Kingsport, TN00VA",Tennessee,98411,1046.35,94.05,,City of Kingsport,Urban
DR,45235,"Kingsport, TN00VA",Tennessee,98411,1046.35,94.05,,First Tennessee Human Resource Agency,Urban
DR,45262,"Kingston, NY",New York,50254,1615.96,31.1,,"Adirondack Transit Lines, Inc.",Urban
DR,45262,"Kingston, NY",New York,50254,1615.96,31.1,,Ulster County ,Urban
CB,45262,"Kingston, NY",New York,50254,1615.96,31.1,,Ulster County ,Urban
MB,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,New Jersey Transit Corporation,Urban
DR,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,New Jersey Transit Corporation,Urban
MB,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,New Jersey Transit Corporation,Urban
DR,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,New Jersey Transit Corporation,Urban
DR,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,New Jersey Transit Corporation,Urban
DR,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,New Jersey Transit Corporation,Urban
DR,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,New Jersey Transit Corporation,Urban
MB,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,New Jersey Transit Corporation,Urban
DR,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,Monsey New Square Trails Corporation,Urban
DR,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,Town of Highlands ,Urban
DR,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,Town of Monroe ,Urban
DR,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,Town of Monroe ,Urban
MB,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,Village of Kiryas Joel,Urban
DR,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,Village of Kiryas Joel,Urban
DR,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,Orange County,Urban
CB,45443,"Kiryas Joel, NY",New York,71582,2489.47,28.75,,Orange County,Urban
VP,45451,"Kissimmee00St. Cloud, FL",Florida,418404,2589.44,161.58,,Central Florida Regional Transportation Authority,Urban
CB,45451,"Kissimmee00St. Cloud, FL",Florida,418404,2589.44,161.58,,Central Florida Regional Transportation Authority,Urban
VP,45451,"Kissimmee00St. Cloud, FL",Florida,418404,2589.44,161.58,,Central Florida Regional Transportation Authority,Urban
DR,45451,"Kissimmee00St. Cloud, FL",Florida,418404,2589.44,161.58,,Central Florida Regional Transportation Authority,Urban
DR,45451,"Kissimmee00St. Cloud, FL",Florida,418404,2589.44,161.58,,Central Florida Regional Transportation Authority,Urban
DR,45640,"Knoxville, TN",Tennessee,597257,1382.84,431.91,,City of Knoxville,Urban
DR,45640,"Knoxville, TN",Tennessee,597257,1382.84,431.91,,City of Knoxville,Urban
MB,45640,"Knoxville, TN",Tennessee,597257,1382.84,431.91,,Knoxville0Knox County Community Action Committee,Urban
MB,45640,"Knoxville, TN",Tennessee,597257,1382.84,431.91,,"East Tennessee Human Resource Agency, Inc.",Urban
DR,45640,"Knoxville, TN",Tennessee,597257,1382.84,431.91,,"East Tennessee Human Resource Agency, Inc.",Urban
DR,45694,"Kokomo, IN",Indiana,62576,1925.45,32.5,,City of Kokomo,Urban
MB,45694,"Kokomo, IN",Indiana,62576,1925.45,32.5,,City of Kokomo,Urban
DR,45694,"Kokomo, IN",Indiana,62576,1925.45,32.5,,Central Indiana Regional Transportation Authority ,Urban
MB,45694,"Kokomo, IN",Indiana,62576,1925.45,32.5,,Central Indiana Regional Transportation Authority ,Urban
DR,45910,"La Crosse, WI00MN",Wisconson,98872,2340.84,42.24,,City of La Crosse,Urban
DR,45910,"La Crosse, WI00MN",Wisconson,98872,2340.84,42.24,,City of La Crosse,Urban
DR,45910,"La Crosse, WI00MN",Wisconson,98872,2340.84,42.24,,City of Onalaska,Urban
DR,46018,"Lafayette, IN",Indiana,157100,2285.4,68.74,,Greater Lafayette Public Transportation Corporation,Urban
DR,46018,"Lafayette, IN",Indiana,157100,2285.4,68.74,,Greater Lafayette Public Transportation Corporation,Urban
DR,46045,"Lafayette, LA",Louisiana,227316,1410.15,161.2,,Lafayette City0Parish Consolidated Government,Urban
DR,46045,"Lafayette, LA",Louisiana,227316,1410.15,161.2,,Lafayette City0Parish Consolidated Government,Urban
DR,46045,"Lafayette, LA",Louisiana,227316,1410.15,161.2,,"St Martin, Iberia, Lafayette Community Action Agency",Urban
MB,46126,"Lafayette00Erie00Louisville, CO",Colorado,96485,2757.52,34.99,,Denver Regional Transportation District,Urban
DR,46126,"Lafayette00Erie00Louisville, CO",Colorado,96485,2757.52,34.99,,Denver Regional Transportation District,Urban
MB,46126,"Lafayette00Erie00Louisville, CO",Colorado,96485,2757.52,34.99,,Denver Regional Transportation District,Urban
DR,46126,"Lafayette00Erie00Louisville, CO",Colorado,96485,2757.52,34.99,,Denver Regional Transportation District,Urban
DR,46126,"Lafayette00Erie00Louisville, CO",Colorado,96485,2757.52,34.99,,Denver Regional Transportation District,Urban
DR,46126,"Lafayette00Erie00Louisville, CO",Colorado,96485,2757.52,34.99,,Denver Regional Transportation District,Urban
DR,46126,"Lafayette00Erie00Louisville, CO",Colorado,96485,2757.52,34.99,,North Front Range Transportation and Air Quality Planning Council,Urban
DR,46126,"Lafayette00Erie00Louisville, CO",Colorado,96485,2757.52,34.99,,Via Mobility Services,Urban
MB,46531,"Lake Charles, LA",Louisiana,162501,1272.1,127.74,,City of Lake Charles,Urban
DR,46531,"Lake Charles, LA",Louisiana,162501,1272.1,127.74,,City of Lake Charles,Urban
DR,46747,"Lake Havasu City, AZ",Arizona,59017,1746.76,33.79,,Lake Havasu City,Urban
MB,46747,"Lake Havasu City, AZ",Arizona,59017,1746.76,33.79,,Chemehuevi Indian Tribe,Tribe
DR,46801,"Lake Jackson, TX",Texas,56054,1631.96,34.35,,Gulf Coast Transit District,Urban
MB,46801,"Lake Jackson, TX",Texas,56054,1631.96,34.35,,Gulf Coast Transit District,Urban
DR,46801,"Lake Jackson, TX",Texas,56054,1631.96,34.35,,Gulf Coast Transit District,Urban
DR,46828,"Lakeland, FL",Florida,277915,1904.4,145.93,,Lakeland Area Mass Transit District ,Urban
DR,46828,"Lakeland, FL",Florida,277915,1904.4,145.93,,Lakeland Area Mass Transit District ,Urban
DR,46828,"Lakeland, FL",Florida,277915,1904.4,145.93,,Lakeland Area Mass Transit District ,Urban
DR,46828,"Lakeland, FL",Florida,277915,1904.4,145.93,,Lakeland Area Mass Transit District ,Urban
MB,46828,"Lakeland, FL",Florida,277915,1904.4,145.93,,Tampa Bay Area Regional Transit Authority,Urban
MB,46828,"Lakeland, FL",Florida,277915,1904.4,145.93,,"Florida Department of Transportation, District 1 Office",Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,Pennsylvania Department of Transportation,Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,County of Lebanon Transit Authority,Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,County of Lebanon Transit Authority,Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,South Central Transit Authority,Urban
MB,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,South Central Transit Authority,Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,South Central Transit Authority,Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,Susquehanna Regional Transportation Authority,Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,Susquehanna Regional Transportation Authority,Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,Susquehanna Regional Transportation Authority,Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,Susquehanna Regional Transportation Authority,Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,Susquehanna Regional Transportation Authority,Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,Susquehanna Regional Transportation Authority,Urban
DR,47530,"Lancaster00Manheim, PA",Pennsylvania,394530,2173.34,181.53,,Susquehanna Regional Transportation Authority,Urban
DR,47719,"Lansing, MI",Michigan,318300,2042.64,155.83,,Capital Area Transportation Authority,Urban
DR,47719,"Lansing, MI",Michigan,318300,2042.64,155.83,,Capital Area Transportation Authority,Urban
DR,47719,"Lansing, MI",Michigan,318300,2042.64,155.83,,Capital Area Transportation Authority,Urban
DR,47719,"Lansing, MI",Michigan,318300,2042.64,155.83,,Michigan Department of Transportation,Urban
DR,47854,"Laredo, TX",Texas,251462,3916.55,64.2,,City of Laredo ,Urban
MB,47854,"Laredo, TX",Texas,251462,3916.55,64.2,,City of Laredo ,Urban
DR,47935,"Las Cruces, NM",New Mexico,139338,2161.25,64.47,,City of Las Cruces NM,Urban
DR,47935,"Las Cruces, NM",New Mexico,139338,2161.25,64.47,,City of Las Cruces NM,Urban
DR,47935,"Las Cruces, NM",New Mexico,139338,2161.25,64.47,,"Zia Therapy Center, Inc.",Urban
DR,47935,"Las Cruces, NM",New Mexico,139338,2161.25,64.47,,"Zia Therapy Center, Inc.",Urban
DR,47935,"Las Cruces, NM",New Mexico,139338,2161.25,64.47,,South Central Regional Transit District,Urban
DR,47935,"Las Cruces, NM",New Mexico,139338,2161.25,64.47,,New Mexico Department of Transportation,Urban
DR,47995,"Las Vegas00Henderson00Paradise, NV",Nevada,2196623,5046.29,435.29,,Regional Transportation Commission of Southern Nevada,Urban
DR,47995,"Las Vegas00Henderson00Paradise, NV",Nevada,2196623,5046.29,435.29,,Regional Transportation Commission of Southern Nevada,Urban
DR,47995,"Las Vegas00Henderson00Paradise, NV",Nevada,2196623,5046.29,435.29,,Southern Nevada Transit Coalition,Urban
DR,47995,"Las Vegas00Henderson00Paradise, NV",Nevada,2196623,5046.29,435.29,,Southern Nevada Transit Coalition,Urban
DR,47995,"Las Vegas00Henderson00Paradise, NV",Nevada,2196623,5046.29,435.29,,Southern Nevada Transit Coalition,Urban
DR,48232,"Lawrence, KS",Kansas,94998,3174.55,29.92,,Johnson County Kansas,Urban
MB,48232,"Lawrence, KS",Kansas,94998,3174.55,29.92,,Johnson County Kansas,Urban
DR,48232,"Lawrence, KS",Kansas,94998,3174.55,29.92,,Johnson County Kansas,Urban
MB,48232,"Lawrence, KS",Kansas,94998,3174.55,29.92,,Johnson County Kansas,Urban
DR,48232,"Lawrence, KS",Kansas,94998,3174.55,29.92,,University of Kansas,Urban
DR,48232,"Lawrence, KS",Kansas,94998,3174.55,29.92,,City of Lawrence,Urban
DR,48232,"Lawrence, KS",Kansas,94998,3174.55,29.92,,City of Lawrence,Urban
DR,48232,"Lawrence, KS",Kansas,94998,3174.55,29.92,,"Independence, Inc.",Urban
DR,48394,"Lawton, OK",Oklahoma,87464,1867.52,46.83,,Comanche Nation,Tribe
DR,48394,"Lawton, OK",Oklahoma,87464,1867.52,46.83,,City of Lawton ,Urban
DR,48394,"Lawton, OK",Oklahoma,87464,1867.52,46.83,,City of Lawton ,Urban
DR,48664,"Lebanon, PA",Pennsylvania,75485,2307.78,32.71,,County of Lebanon Transit Authority,Urban
DR,48664,"Lebanon, PA",Pennsylvania,75485,2307.78,32.71,,County of Lebanon Transit Authority,Urban
DR,48799,"Leesburg00Eustis00Tavares, FL",Florida,151523,1759.96,86.09,,Lake County Board of County Commissioners,Urban
MB,48799,"Leesburg00Eustis00Tavares, FL",Florida,151523,1759.96,86.09,,Lake County Board of County Commissioners,Urban
DR,48826,"Lee's Summit, MO",Missouri,91960,2446.1,37.59,,Kansas City Area Transportation Authority,Urban
DR,48826,"Lee's Summit, MO",Missouri,91960,2446.1,37.59,,Kansas City Area Transportation Authority,Urban
DR,48826,"Lee's Summit, MO",Missouri,91960,2446.1,37.59,,Kansas City Area Transportation Authority,Urban
DR,48826,"Lee's Summit, MO",Missouri,91960,2446.1,37.59,,Kansas City Area Transportation Authority,Urban
MB,48826,"Lee's Summit, MO",Missouri,91960,2446.1,37.59,,Kansas City Area Transportation Authority,Urban
MB,48826,"Lee's Summit, MO",Missouri,91960,2446.1,37.59,,Kansas City Area Transportation Authority,Urban
MB,48826,"Lee's Summit, MO",Missouri,91960,2446.1,37.59,,"OATS, Inc.",Urban
MB,49096,"Leominster00Fitchburg, MA",Massachusetts,111790,2111.95,52.93,,Massachusetts Bay Transportation Authority,Urban
MB,49096,"Leominster00Fitchburg, MA",Massachusetts,111790,2111.95,52.93,,Massachusetts Bay Transportation Authority,Urban
MB,49096,"Leominster00Fitchburg, MA",Massachusetts,111790,2111.95,52.93,,Massachusetts Bay Transportation Authority,Urban
MB,49096,"Leominster00Fitchburg, MA",Massachusetts,111790,2111.95,52.93,,Massachusetts Bay Transportation Authority,Urban
MB,49096,"Leominster00Fitchburg, MA",Massachusetts,111790,2111.95,52.93,,Massachusetts Bay Transportation Authority,Urban
CB,49096,"Leominster00Fitchburg, MA",Massachusetts,111790,2111.95,52.93,,Massachusetts Bay Transportation Authority,Urban
DR,49096,"Leominster00Fitchburg, MA",Massachusetts,111790,2111.95,52.93,,Massachusetts Bay Transportation Authority,Urban
CB,49096,"Leominster00Fitchburg, MA",Massachusetts,111790,2111.95,52.93,,Massachusetts Bay Transportation Authority,Urban
DR,49096,"Leominster00Fitchburg, MA",Massachusetts,111790,2111.95,52.93,,Montachusett Regional Transit Authority,Urban
MB,49096,"Leominster00Fitchburg, MA",Massachusetts,111790,2111.95,52.93,,Montachusett Regional Transit Authority,Urban
MB,49096,"Leominster00Fitchburg, MA",Massachusetts,111790,2111.95,52.93,,Montachusett Regional Transit Authority,Urban
DR,49312,"Lewiston, ID00WA",Idaho,54798,1962.09,27.93,,City of Lewiston,Urban
CB,49312,"Lewiston, ID00WA",Idaho,54798,1962.09,27.93,,City of Lewiston,Urban
MB,49312,"Lewiston, ID00WA",Idaho,54798,1962.09,27.93,,Asotin County Public Transportation Benefit Area,Urban
DR,49312,"Lewiston, ID00WA",Idaho,54798,1962.09,27.93,,Asotin County Public Transportation Benefit Area,Urban
CB,49312,"Lewiston, ID00WA",Idaho,54798,1962.09,27.93,,Asotin County Public Transportation Benefit Area,Urban
FB,49339,"Lewiston, ME",Maine,60743,1933.43,31.42,,Lewiston0Auburn Transit Committee,Urban
